,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
742,743,743,100,20,0.75,2000000,0,0,2,DONE,21369,95777545,8fb48bc751749d4b85bafaf7eb57f997,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.171919191919192,9.41,,0.240874425746443,,,,2.0,,,,0.0201960730383346,0,21369,743,748,0.47050000000000003
743,744,744,100,20,0.75,2000000,0,0,3,DONE,18360,33937700,98aaf1891c9e4e7ef80a25e03e7ea201,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.186060606060606,10.25,,0.234076754130017,,,,3.0,,,,0.0235329796437322,0,18359,744,735,0.5125
744,745,745,100,20,0.75,2000000,0,0,4,DONE,24772,86386375,4b85b3fa84e8d4acd58c49b86090eb37,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.164444444444444,9.45,,0.23452299742226,,,,3.0,,,,0.02008536210968,0,24772,745,757,0.4725
745,746,746,100,20,0.75,2000000,0,0,5,DONE,12263,50250633,f489957c966d26fb5c343e66fbcd00be,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.158787878787879,10.13,,0.207931906325065,,,,4.0,,,,0.0138749486753991,0,12263,746,700,0.5065000000000001
746,747,747,100,20,0.75,2000000,0,0,6,DONE,19306,78534040,1c50ebac64b6ef1b1b937953bbf2cbef,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.174747474747475,10.65,,0.214462895519396,,,,3.0,,,,0.0142946744847148,0,19305,747,741,0.5325
747,748,748,100,20,0.75,2000000,0,0,7,DONE,12756,87769899,1544903b88f2f5b92fdf6996d33b2be8,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.14020202020202,9.69,,0.235945818003638,,,,3.0,,,,0.0147913828042611,0,12756,748,703,0.4845
748,749,749,100,20,0.75,2000000,0,0,8,DONE,24083,37588317,3c2b4761e9576ea3d78614b6f2abfb0e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.154747474747475,8.7,,0.264480465474575,,,,3.0,,,,0.020585623011014,0,24083,749,758,0.43499999999999994
749,750,750,100,20,0.75,2000000,0,0,9,DONE,13478,89528100,18842f26c2d2d8d51f23626b1f581e2d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.154141414141414,9.86,,0.258341649933267,,,,3.0,,,,0.0153536651930501,0,13477,750,710,0.493
750,751,751,100,20,0.75,2000000,0,0,10,DONE,18297,37011061,b4e7e68b4212bc905f966eb24bd70200,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.206262626262626,10.64,,0.213238447067988,,,,5.0,,,,0.0180998319512981,0,18297,751,740,0.532
751,752,752,100,20,0.75,2000000,0,0,11,DONE,21784,52110571,a4ab1660e1130286c04cf5d58c8f7683,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.164848484848485,10.23,,0.253935535611303,,,,3.0,,,,0.018036747374169,0,21783,752,754,0.5115000000000001
752,753,753,100,20,0.75,2000000,0,0,12,DONE,18751,66970834,edd97bdfffaae6851461ccc5098a9ac7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.168888888888889,9.45,,0.235791162061308,,,,4.0,,,,0.0174207161532957,0,18751,753,744,0.4725
753,754,754,100,20,0.75,2000000,0,0,13,DONE,16836,10288191,ff1de318fe00b38eecec73ea5d40a45e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.16989898989899,10.24,,0.248052047206132,,,,3.0,,,,0.0176224796208188,0,16836,754,734,0.512
754,755,755,100,20,0.75,2000000,0,0,14,DONE,31033,13795539,4be170dbda9b77418517460b81f6a6f2,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.198383838383838,10.28,,0.235918114658559,,,,4.0,,,,0.0209688431127125,0,31033,755,791,0.514
755,756,756,100,20,0.75,2000000,0,0,15,DONE,25509,75535923,5542b59821710b1ae4abcf42b6f1c6e6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.168080808080808,9.1,,0.262398443278476,,,,3.0,,,,0.0205743278169488,0,25508,756,770,0.45499999999999996
756,757,757,100,20,0.75,2000000,0,0,16,DONE,13086,75526605,ba96ec0f657a318fa1301e7a8d3a6ea1,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.161414141414141,9.92,,0.233456714510159,,,,5.0,,,,0.0161423745115376,0,13086,757,713,0.496
757,758,758,100,20,0.75,2000000,0,0,17,DONE,16815,90287649,ccd852a10353ef8b55791d1d10b297a6,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.203232323232323,10.26,,0.242807074056654,,,,3.0,,,,0.0201480750723204,0,16815,758,736,0.513
758,759,759,100,20,0.75,2000000,0,0,18,DONE,26175,17341018,8afd9bb7a971a1fd9ed01c207ec54140,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.184242424242424,9.52,,0.285778436634349,,,,3.0,,,,0.0235100329912211,0,26175,759,775,0.476
759,760,760,100,20,0.75,2000000,0,0,19,DONE,28535,4871968,fc2a1c9f60406bfe688329c2e292051c,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.15959595959596,9.93,,0.230378945681782,,,,3.0,,,,0.0155872866749859,0,28535,760,788,0.4965
760,761,761,100,20,1.0,2000000,0,0,0,DONE,17688,31564640,d544e9877508573274457ac38542d423,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.151313131313131,7.82,,0.302024417068775,,,,13.0,,,,0.0243743204046638,0,17687,761,743,0.391
761,762,762,100,20,1.0,2000000,0,0,1,DONE,19570,71936803,d0aa8de68321bdff30688b77e18af00f,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.141010101010101,7.55,,0.286451876421376,,,,15.0,,,,0.0236581314381356,0,19570,762,749,0.3775
762,763,763,100,20,1.0,2000000,0,0,2,DONE,15599,15149041,2c7d216e85b29c778688fc9ebec5a645,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.153939393939394,7.05,,0.299196237281363,,,,13.0,,,,0.0309916245914651,0,15599,763,732,0.3525
