,N,c,n,replicate,th
1787,40.0,0.75625,10.0,37.0,0.21379310344827585
1788,40.0,0.800625,10.0,38.0,0.21379310344827585
1789,40.0,0.860625,10.0,39.0,0.21379310344827585
1790,40.0,0.79375,10.0,40.0,0.21379310344827585
1791,40.0,0.79,10.0,41.0,0.21379310344827585
1792,40.0,0.7775,10.0,42.0,0.21379310344827585
1793,40.0,0.81875,10.0,43.0,0.21379310344827585
1794,40.0,0.8,10.0,44.0,0.21379310344827585
1795,40.0,0.8,10.0,45.0,0.21379310344827585
1796,40.0,0.79375,10.0,46.0,0.21379310344827585
1797,40.0,0.784375,10.0,47.0,0.21379310344827585
1798,40.0,0.735625,10.0,48.0,0.21379310344827585
1799,40.0,0.779375,10.0,49.0,0.21379310344827585
1800,40.0,0.8275,10.0,0.0,0.24655172413793103
1801,40.0,0.830625,10.0,1.0,0.24655172413793103
1802,40.0,0.794375,10.0,2.0,0.24655172413793103
1803,40.0,0.804375,10.0,3.0,0.24655172413793103
1804,40.0,0.790625,10.0,4.0,0.24655172413793103
1805,40.0,0.811875,10.0,5.0,0.24655172413793103
1806,40.0,0.8175,10.0,6.0,0.24655172413793103
1807,40.0,0.783125,10.0,7.0,0.24655172413793103
1808,40.0,0.76375,10.0,8.0,0.24655172413793103
1809,40.0,0.815625,10.0,9.0,0.24655172413793103
1810,40.0,0.776875,10.0,10.0,0.24655172413793103
1811,40.0,0.784375,10.0,11.0,0.24655172413793103
1812,40.0,0.734375,10.0,12.0,0.24655172413793103
1813,40.0,0.841875,10.0,13.0,0.24655172413793103
1814,40.0,0.796875,10.0,14.0,0.24655172413793103
1815,40.0,0.78625,10.0,15.0,0.24655172413793103
1816,40.0,0.773125,10.0,16.0,0.24655172413793103
1817,40.0,0.78625,10.0,17.0,0.24655172413793103
1818,40.0,0.80625,10.0,18.0,0.24655172413793103
1819,40.0,0.795625,10.0,19.0,0.24655172413793103
1820,40.0,0.74125,10.0,20.0,0.24655172413793103
1821,40.0,0.79625,10.0,21.0,0.24655172413793103
1822,40.0,0.80875,10.0,22.0,0.24655172413793103
1823,40.0,0.755,10.0,23.0,0.24655172413793103
1824,40.0,0.809375,10.0,24.0,0.24655172413793103
1825,40.0,0.78,10.0,25.0,0.24655172413793103
1826,40.0,0.810625,10.0,26.0,0.24655172413793103
1827,40.0,0.809375,10.0,27.0,0.24655172413793103
1828,40.0,0.806875,10.0,28.0,0.24655172413793103
1829,40.0,0.835625,10.0,29.0,0.24655172413793103
1830,40.0,0.805625,10.0,30.0,0.24655172413793103
1831,40.0,0.743125,10.0,31.0,0.24655172413793103
1832,40.0,0.77,10.0,32.0,0.24655172413793103
1833,40.0,0.8,10.0,33.0,0.24655172413793103
1834,40.0,0.813125,10.0,34.0,0.24655172413793103
1835,40.0,0.768125,10.0,35.0,0.24655172413793103
1836,40.0,0.785,10.0,36.0,0.24655172413793103
1837,40.0,0.80625,10.0,37.0,0.24655172413793103
1838,40.0,0.81625,10.0,38.0,0.24655172413793103
1839,40.0,0.815,10.0,39.0,0.24655172413793103
1840,40.0,0.76625,10.0,40.0,0.24655172413793103
1841,40.0,0.74625,10.0,41.0,0.24655172413793103
1842,40.0,0.76875,10.0,42.0,0.24655172413793103
1843,40.0,0.7825,10.0,43.0,0.24655172413793103
1844,40.0,0.794375,10.0,44.0,0.24655172413793103
1845,40.0,0.761875,10.0,45.0,0.24655172413793103
1846,40.0,0.794375,10.0,46.0,0.24655172413793103
1847,40.0,0.794375,10.0,47.0,0.24655172413793103
1848,40.0,0.814375,10.0,48.0,0.24655172413793103
1849,40.0,0.783125,10.0,49.0,0.24655172413793103
1850,40.0,0.76625,10.0,0.0,0.27931034482758615
1851,40.0,0.820625,10.0,1.0,0.27931034482758615
1852,40.0,0.761875,10.0,2.0,0.27931034482758615
1853,40.0,0.69875,10.0,3.0,0.27931034482758615
1854,40.0,0.725,10.0,4.0,0.27931034482758615
1855,40.0,0.774375,10.0,5.0,0.27931034482758615
1856,40.0,0.778125,10.0,6.0,0.27931034482758615
1857,40.0,0.7375,10.0,7.0,0.27931034482758615
1858,40.0,0.738125,10.0,8.0,0.27931034482758615
1859,40.0,0.79875,10.0,9.0,0.27931034482758615
1860,40.0,0.8025,10.0,10.0,0.27931034482758615
1861,40.0,0.729375,10.0,11.0,0.27931034482758615
1862,40.0,0.7775,10.0,12.0,0.27931034482758615
1863,40.0,0.78,10.0,13.0,0.27931034482758615
1864,40.0,0.779375,10.0,14.0,0.27931034482758615
1865,40.0,0.755,10.0,15.0,0.27931034482758615
1866,40.0,0.78,10.0,16.0,0.27931034482758615
1867,40.0,0.731875,10.0,17.0,0.27931034482758615
1868,40.0,0.749375,10.0,18.0,0.27931034482758615
1869,40.0,0.70875,10.0,19.0,0.27931034482758615
1870,40.0,0.74375,10.0,20.0,0.27931034482758615
1871,40.0,0.76875,10.0,21.0,0.27931034482758615
1872,40.0,0.78875,10.0,22.0,0.27931034482758615
1873,40.0,0.801875,10.0,23.0,0.27931034482758615
1874,40.0,0.766875,10.0,24.0,0.27931034482758615
1875,40.0,0.780625,10.0,25.0,0.27931034482758615
1876,40.0,0.78,10.0,26.0,0.27931034482758615
1877,40.0,0.77125,10.0,27.0,0.27931034482758615
1878,40.0,0.756875,10.0,28.0,0.27931034482758615
1879,40.0,0.75625,10.0,29.0,0.27931034482758615
1880,40.0,0.73125,10.0,30.0,0.27931034482758615
1881,40.0,0.74,10.0,31.0,0.27931034482758615
1882,40.0,0.741875,10.0,32.0,0.27931034482758615
1883,40.0,0.7575,10.0,33.0,0.27931034482758615
1884,40.0,0.761875,10.0,34.0,0.27931034482758615
1885,40.0,0.78,10.0,35.0,0.27931034482758615
1886,40.0,0.7825,10.0,36.0,0.27931034482758615
1887,40.0,0.6825,10.0,37.0,0.27931034482758615
1888,40.0,0.78625,10.0,38.0,0.27931034482758615
1889,40.0,0.78375,10.0,39.0,0.27931034482758615
1890,40.0,0.730625,10.0,40.0,0.27931034482758615
1891,40.0,0.74375,10.0,41.0,0.27931034482758615
1892,40.0,0.759375,10.0,42.0,0.27931034482758615
1893,40.0,0.76375,10.0,43.0,0.27931034482758615
1894,40.0,0.769375,10.0,44.0,0.27931034482758615
1895,40.0,0.775625,10.0,45.0,0.27931034482758615
1896,40.0,0.753125,10.0,46.0,0.27931034482758615
1897,40.0,0.738125,10.0,47.0,0.27931034482758615
1898,40.0,0.773125,10.0,48.0,0.27931034482758615
1899,40.0,0.764375,10.0,49.0,0.27931034482758615
1900,40.0,0.76,10.0,0.0,0.31206896551724134
1901,40.0,0.770625,10.0,1.0,0.31206896551724134
1902,40.0,0.77,10.0,2.0,0.31206896551724134
1903,40.0,0.7625,10.0,3.0,0.31206896551724134
1904,40.0,0.78625,10.0,4.0,0.31206896551724134
1905,40.0,0.77125,10.0,5.0,0.31206896551724134
1906,40.0,0.768125,10.0,6.0,0.31206896551724134
1907,40.0,0.740625,10.0,7.0,0.31206896551724134
1908,40.0,0.75625,10.0,8.0,0.31206896551724134
1909,40.0,0.759375,10.0,9.0,0.31206896551724134
1910,40.0,0.749375,10.0,10.0,0.31206896551724134
1911,40.0,0.751875,10.0,11.0,0.31206896551724134
1912,40.0,0.765625,10.0,12.0,0.31206896551724134
1913,40.0,0.7125,10.0,13.0,0.31206896551724134
1914,40.0,0.769375,10.0,14.0,0.31206896551724134
1915,40.0,0.720625,10.0,15.0,0.31206896551724134
1916,40.0,0.7,10.0,16.0,0.31206896551724134
1917,40.0,0.74,10.0,17.0,0.31206896551724134
1918,40.0,0.796875,10.0,18.0,0.31206896551724134
1919,40.0,0.739375,10.0,19.0,0.31206896551724134
1920,40.0,0.73875,10.0,20.0,0.31206896551724134
1921,40.0,0.7875,10.0,21.0,0.31206896551724134
1922,40.0,0.7775,10.0,22.0,0.31206896551724134
1923,40.0,0.745,10.0,23.0,0.31206896551724134
1924,40.0,0.75125,10.0,24.0,0.31206896551724134
1925,40.0,0.790625,10.0,25.0,0.31206896551724134
1926,40.0,0.734375,10.0,26.0,0.31206896551724134
1927,40.0,0.725625,10.0,27.0,0.31206896551724134
1928,40.0,0.753125,10.0,28.0,0.31206896551724134
1929,40.0,0.7325,10.0,29.0,0.31206896551724134
1930,40.0,0.74,10.0,30.0,0.31206896551724134
1931,40.0,0.7525,10.0,31.0,0.31206896551724134
1932,40.0,0.761875,10.0,32.0,0.31206896551724134
1933,40.0,0.803125,10.0,33.0,0.31206896551724134
1934,40.0,0.701875,10.0,34.0,0.31206896551724134
1935,40.0,0.716875,10.0,35.0,0.31206896551724134
1936,40.0,0.754375,10.0,36.0,0.31206896551724134
1937,40.0,0.79375,10.0,37.0,0.31206896551724134
1938,40.0,0.7475,10.0,38.0,0.31206896551724134
1939,40.0,0.76375,10.0,39.0,0.31206896551724134
1940,40.0,0.720625,10.0,40.0,0.31206896551724134
1941,40.0,0.735,10.0,41.0,0.31206896551724134
1942,40.0,0.67375,10.0,42.0,0.31206896551724134
1943,40.0,0.69125,10.0,43.0,0.31206896551724134
1944,40.0,0.7975,10.0,44.0,0.31206896551724134
1945,40.0,0.746875,10.0,45.0,0.31206896551724134
1946,40.0,0.743125,10.0,46.0,0.31206896551724134
1947,40.0,0.751875,10.0,47.0,0.31206896551724134
1948,40.0,0.748125,10.0,48.0,0.31206896551724134
1949,40.0,0.75375,10.0,49.0,0.31206896551724134
1950,40.0,0.6675,10.0,0.0,0.3448275862068965
1951,40.0,0.686875,10.0,1.0,0.3448275862068965
1952,40.0,0.65,10.0,2.0,0.3448275862068965
1953,40.0,0.6875,10.0,3.0,0.3448275862068965
1954,40.0,0.665,10.0,4.0,0.3448275862068965
1955,40.0,0.658125,10.0,5.0,0.3448275862068965
1956,40.0,0.64375,10.0,6.0,0.3448275862068965
1957,40.0,0.674375,10.0,7.0,0.3448275862068965
1958,40.0,0.680625,10.0,8.0,0.3448275862068965
1959,40.0,0.666875,10.0,9.0,0.3448275862068965
1960,40.0,0.686875,10.0,10.0,0.3448275862068965
1961,40.0,0.71375,10.0,11.0,0.3448275862068965
1962,40.0,0.648125,10.0,12.0,0.3448275862068965
1963,40.0,0.673125,10.0,13.0,0.3448275862068965
1964,40.0,0.656875,10.0,14.0,0.3448275862068965
1965,40.0,0.705625,10.0,15.0,0.3448275862068965
1966,40.0,0.668125,10.0,16.0,0.3448275862068965
1967,40.0,0.69375,10.0,17.0,0.3448275862068965
1968,40.0,0.63125,10.0,18.0,0.3448275862068965
1969,40.0,0.713125,10.0,19.0,0.3448275862068965
1970,40.0,0.675625,10.0,20.0,0.3448275862068965
1971,40.0,0.678125,10.0,21.0,0.3448275862068965
1972,40.0,0.68375,10.0,22.0,0.3448275862068965
1973,40.0,0.630625,10.0,23.0,0.3448275862068965
1974,40.0,0.70625,10.0,24.0,0.3448275862068965
1975,40.0,0.65875,10.0,25.0,0.3448275862068965
1976,40.0,0.675,10.0,26.0,0.3448275862068965
1977,40.0,0.655625,10.0,27.0,0.3448275862068965
1978,40.0,0.6875,10.0,28.0,0.3448275862068965
1979,40.0,0.6975,10.0,29.0,0.3448275862068965
1980,40.0,0.65125,10.0,30.0,0.3448275862068965
1981,40.0,0.61125,10.0,31.0,0.3448275862068965
1982,40.0,0.66,10.0,32.0,0.3448275862068965
1983,40.0,0.694375,10.0,33.0,0.3448275862068965
1984,40.0,0.654375,10.0,34.0,0.3448275862068965
1985,40.0,0.6775,10.0,35.0,0.3448275862068965
1986,40.0,0.670625,10.0,36.0,0.3448275862068965
1987,40.0,0.69,10.0,37.0,0.3448275862068965
1988,40.0,0.6775,10.0,38.0,0.3448275862068965
1989,40.0,0.655625,10.0,39.0,0.3448275862068965
1990,40.0,0.665625,10.0,40.0,0.3448275862068965
1991,40.0,0.690625,10.0,41.0,0.3448275862068965
1992,40.0,0.636875,10.0,42.0,0.3448275862068965
1993,40.0,0.695,10.0,43.0,0.3448275862068965
1994,40.0,0.685625,10.0,44.0,0.3448275862068965
1995,40.0,0.661875,10.0,45.0,0.3448275862068965
1996,40.0,0.65,10.0,46.0,0.3448275862068965
1997,40.0,0.70375,10.0,47.0,0.3448275862068965
1998,40.0,0.684375,10.0,48.0,0.3448275862068965
1999,40.0,0.676875,10.0,49.0,0.3448275862068965
2000,40.0,0.6725,10.0,0.0,0.3775862068965517
2001,40.0,0.6275,10.0,1.0,0.3775862068965517
2002,40.0,0.668125,10.0,2.0,0.3775862068965517
2003,40.0,0.6475,10.0,3.0,0.3775862068965517
2004,40.0,0.680625,10.0,4.0,0.3775862068965517
2005,40.0,0.69625,10.0,5.0,0.3775862068965517
2006,40.0,0.65125,10.0,6.0,0.3775862068965517
2007,40.0,0.6625,10.0,7.0,0.3775862068965517
2008,40.0,0.640625,10.0,8.0,0.3775862068965517
2009,40.0,0.650625,10.0,9.0,0.3775862068965517
2010,40.0,0.6975,10.0,10.0,0.3775862068965517
2011,40.0,0.649375,10.0,11.0,0.3775862068965517
2012,40.0,0.665,10.0,12.0,0.3775862068965517
2013,40.0,0.655625,10.0,13.0,0.3775862068965517
2014,40.0,0.67375,10.0,14.0,0.3775862068965517
2015,40.0,0.66625,10.0,15.0,0.3775862068965517
2016,40.0,0.66625,10.0,16.0,0.3775862068965517
2017,40.0,0.654375,10.0,17.0,0.3775862068965517
2018,40.0,0.68625,10.0,18.0,0.3775862068965517
2019,40.0,0.67875,10.0,19.0,0.3775862068965517
2020,40.0,0.651875,10.0,20.0,0.3775862068965517
2021,40.0,0.68375,10.0,21.0,0.3775862068965517
2022,40.0,0.635625,10.0,22.0,0.3775862068965517
2023,40.0,0.705625,10.0,23.0,0.3775862068965517
2024,40.0,0.635,10.0,24.0,0.3775862068965517
2025,40.0,0.61,10.0,25.0,0.3775862068965517
2026,40.0,0.67,10.0,26.0,0.3775862068965517
2027,40.0,0.630625,10.0,27.0,0.3775862068965517
2028,40.0,0.6725,10.0,28.0,0.3775862068965517
2029,40.0,0.630625,10.0,29.0,0.3775862068965517
2030,40.0,0.6475,10.0,30.0,0.3775862068965517
2031,40.0,0.64,10.0,31.0,0.3775862068965517
2032,40.0,0.675,10.0,32.0,0.3775862068965517
2033,40.0,0.655,10.0,33.0,0.3775862068965517
2034,40.0,0.66625,10.0,34.0,0.3775862068965517
2035,40.0,0.65625,10.0,35.0,0.3775862068965517
2036,40.0,0.68,10.0,36.0,0.3775862068965517
2037,40.0,0.646875,10.0,37.0,0.3775862068965517
2038,40.0,0.6275,10.0,38.0,0.3775862068965517
2039,40.0,0.71125,10.0,39.0,0.3775862068965517
2040,40.0,0.654375,10.0,40.0,0.3775862068965517
2041,40.0,0.64125,10.0,41.0,0.3775862068965517
2042,40.0,0.669375,10.0,42.0,0.3775862068965517
2043,40.0,0.674375,10.0,43.0,0.3775862068965517
2044,40.0,0.69375,10.0,44.0,0.3775862068965517
2045,40.0,0.639375,10.0,45.0,0.3775862068965517
2046,40.0,0.671875,10.0,46.0,0.3775862068965517
2047,40.0,0.666875,10.0,47.0,0.3775862068965517
2048,40.0,0.688125,10.0,48.0,0.3775862068965517
2049,40.0,0.66875,10.0,49.0,0.3775862068965517
2050,40.0,0.6525,10.0,0.0,0.41034482758620683
2051,40.0,0.574375,10.0,1.0,0.41034482758620683
2052,40.0,0.60375,10.0,2.0,0.41034482758620683
2053,40.0,0.645,10.0,3.0,0.41034482758620683
2054,40.0,0.64125,10.0,4.0,0.41034482758620683
2055,40.0,0.610625,10.0,5.0,0.41034482758620683
2056,40.0,0.640625,10.0,6.0,0.41034482758620683
2057,40.0,0.598125,10.0,7.0,0.41034482758620683
2058,40.0,0.67125,10.0,8.0,0.41034482758620683
2059,40.0,0.60625,10.0,9.0,0.41034482758620683
2060,40.0,0.61,10.0,10.0,0.41034482758620683
2061,40.0,0.589375,10.0,11.0,0.41034482758620683
2062,40.0,0.663125,10.0,12.0,0.41034482758620683
2063,40.0,0.625,10.0,13.0,0.41034482758620683
2064,40.0,0.660625,10.0,14.0,0.41034482758620683
2065,40.0,0.620625,10.0,15.0,0.41034482758620683
2066,40.0,0.6,10.0,16.0,0.41034482758620683
2067,40.0,0.645625,10.0,17.0,0.41034482758620683
2068,40.0,0.603125,10.0,18.0,0.41034482758620683
2069,40.0,0.61875,10.0,19.0,0.41034482758620683
2070,40.0,0.6225,10.0,20.0,0.41034482758620683
2071,40.0,0.645625,10.0,21.0,0.41034482758620683
2072,40.0,0.66875,10.0,22.0,0.41034482758620683
2073,40.0,0.585625,10.0,23.0,0.41034482758620683
2074,40.0,0.5875,10.0,24.0,0.41034482758620683
2075,40.0,0.620625,10.0,25.0,0.41034482758620683
2076,40.0,0.629375,10.0,26.0,0.41034482758620683
2077,40.0,0.621875,10.0,27.0,0.41034482758620683
2078,40.0,0.6475,10.0,28.0,0.41034482758620683
2079,40.0,0.645625,10.0,29.0,0.41034482758620683
2080,40.0,0.6775,10.0,30.0,0.41034482758620683
2081,40.0,0.63375,10.0,31.0,0.41034482758620683
2082,40.0,0.635625,10.0,32.0,0.41034482758620683
2083,40.0,0.623125,10.0,33.0,0.41034482758620683
2084,40.0,0.61875,10.0,34.0,0.41034482758620683
2085,40.0,0.62125,10.0,35.0,0.41034482758620683
2086,40.0,0.65625,10.0,36.0,0.41034482758620683
2087,40.0,0.6,10.0,37.0,0.41034482758620683
2088,40.0,0.6125,10.0,38.0,0.41034482758620683
2089,40.0,0.655625,10.0,39.0,0.41034482758620683
2090,40.0,0.560625,10.0,40.0,0.41034482758620683
2091,40.0,0.61375,10.0,41.0,0.41034482758620683
2092,40.0,0.613125,10.0,42.0,0.41034482758620683
2093,40.0,0.634375,10.0,43.0,0.41034482758620683
2094,40.0,0.644375,10.0,44.0,0.41034482758620683
2095,40.0,0.638125,10.0,45.0,0.41034482758620683
2096,40.0,0.586875,10.0,46.0,0.41034482758620683
2097,40.0,0.625,10.0,47.0,0.41034482758620683
2098,40.0,0.65625,10.0,48.0,0.41034482758620683
2099,40.0,0.629375,10.0,49.0,0.41034482758620683
2100,40.0,0.62125,10.0,0.0,0.443103448275862
2101,40.0,0.618125,10.0,1.0,0.443103448275862
2102,40.0,0.60125,10.0,2.0,0.443103448275862
2103,40.0,0.62125,10.0,3.0,0.443103448275862
2104,40.0,0.608125,10.0,4.0,0.443103448275862
2105,40.0,0.61625,10.0,5.0,0.443103448275862
2106,40.0,0.57375,10.0,6.0,0.443103448275862
2107,40.0,0.655625,10.0,7.0,0.443103448275862
2108,40.0,0.604375,10.0,8.0,0.443103448275862
2109,40.0,0.54125,10.0,9.0,0.443103448275862
2110,40.0,0.5925,10.0,10.0,0.443103448275862
2111,40.0,0.63625,10.0,11.0,0.443103448275862
2112,40.0,0.6025,10.0,12.0,0.443103448275862
2113,40.0,0.584375,10.0,13.0,0.443103448275862
2114,40.0,0.62,10.0,14.0,0.443103448275862
2115,40.0,0.6025,10.0,15.0,0.443103448275862
2116,40.0,0.589375,10.0,16.0,0.443103448275862
2117,40.0,0.57875,10.0,17.0,0.443103448275862
2118,40.0,0.59875,10.0,18.0,0.443103448275862
2119,40.0,0.62,10.0,19.0,0.443103448275862
2120,40.0,0.61875,10.0,20.0,0.443103448275862
2121,40.0,0.638125,10.0,21.0,0.443103448275862
2122,40.0,0.608125,10.0,22.0,0.443103448275862
2123,40.0,0.614375,10.0,23.0,0.443103448275862
2124,40.0,0.61625,10.0,24.0,0.443103448275862
2125,40.0,0.58375,10.0,25.0,0.443103448275862
2126,40.0,0.57,10.0,26.0,0.443103448275862
2127,40.0,0.573125,10.0,27.0,0.443103448275862
2128,40.0,0.589375,10.0,28.0,0.443103448275862
2129,40.0,0.5775,10.0,29.0,0.443103448275862
2130,40.0,0.633125,10.0,30.0,0.443103448275862
2131,40.0,0.563125,10.0,31.0,0.443103448275862
2132,40.0,0.583125,10.0,32.0,0.443103448275862
2133,40.0,0.6275,10.0,33.0,0.443103448275862
2134,40.0,0.62,10.0,34.0,0.443103448275862
2135,40.0,0.60875,10.0,35.0,0.443103448275862
2136,40.0,0.63125,10.0,36.0,0.443103448275862
2137,40.0,0.5975,10.0,37.0,0.443103448275862
2138,40.0,0.61125,10.0,38.0,0.443103448275862
2139,40.0,0.595625,10.0,39.0,0.443103448275862
2140,40.0,0.64375,10.0,40.0,0.443103448275862
2141,40.0,0.605,10.0,41.0,0.443103448275862
2142,40.0,0.60875,10.0,42.0,0.443103448275862
2143,40.0,0.626875,10.0,43.0,0.443103448275862
2144,40.0,0.62625,10.0,44.0,0.443103448275862
2145,40.0,0.613125,10.0,45.0,0.443103448275862
2146,40.0,0.635625,10.0,46.0,0.443103448275862
2147,40.0,0.63625,10.0,47.0,0.443103448275862
2148,40.0,0.565,10.0,48.0,0.443103448275862
2149,40.0,0.599375,10.0,49.0,0.443103448275862
2150,40.0,0.52625,10.0,0.0,0.4758620689655172
2151,40.0,0.53875,10.0,1.0,0.4758620689655172
2152,40.0,0.594375,10.0,2.0,0.4758620689655172
2153,40.0,0.604375,10.0,3.0,0.4758620689655172
2154,40.0,0.57375,10.0,4.0,0.4758620689655172
2155,40.0,0.58125,10.0,5.0,0.4758620689655172
2156,40.0,0.599375,10.0,6.0,0.4758620689655172
2157,40.0,0.59625,10.0,7.0,0.4758620689655172
2158,40.0,0.57375,10.0,8.0,0.4758620689655172
2159,40.0,0.60125,10.0,9.0,0.4758620689655172
2160,40.0,0.54875,10.0,10.0,0.4758620689655172
2161,40.0,0.605625,10.0,11.0,0.4758620689655172
2162,40.0,0.560625,10.0,12.0,0.4758620689655172
2163,40.0,0.57,10.0,13.0,0.4758620689655172
2164,40.0,0.5775,10.0,14.0,0.4758620689655172
2165,40.0,0.630625,10.0,15.0,0.4758620689655172
2166,40.0,0.605,10.0,16.0,0.4758620689655172
2167,40.0,0.58625,10.0,17.0,0.4758620689655172
2168,40.0,0.59,10.0,18.0,0.4758620689655172
2169,40.0,0.606875,10.0,19.0,0.4758620689655172
2170,40.0,0.605,10.0,20.0,0.4758620689655172
2171,40.0,0.605625,10.0,21.0,0.4758620689655172
2172,40.0,0.570625,10.0,22.0,0.4758620689655172
2173,40.0,0.569375,10.0,23.0,0.4758620689655172
2174,40.0,0.57125,10.0,24.0,0.4758620689655172
2175,40.0,0.578125,10.0,25.0,0.4758620689655172
2176,40.0,0.591875,10.0,26.0,0.4758620689655172
2177,40.0,0.55375,10.0,27.0,0.4758620689655172
2178,40.0,0.584375,10.0,28.0,0.4758620689655172
2179,40.0,0.588125,10.0,29.0,0.4758620689655172
2180,40.0,0.61,10.0,30.0,0.4758620689655172
2181,40.0,0.60125,10.0,31.0,0.4758620689655172
2182,40.0,0.591875,10.0,32.0,0.4758620689655172
2183,40.0,0.63,10.0,33.0,0.4758620689655172
2184,40.0,0.60375,10.0,34.0,0.4758620689655172
2185,40.0,0.605625,10.0,35.0,0.4758620689655172
2186,40.0,0.608125,10.0,36.0,0.4758620689655172
2187,40.0,0.561875,10.0,37.0,0.4758620689655172
2188,40.0,0.58375,10.0,38.0,0.4758620689655172
2189,40.0,0.598125,10.0,39.0,0.4758620689655172
2190,40.0,0.5725,10.0,40.0,0.4758620689655172
2191,40.0,0.610625,10.0,41.0,0.4758620689655172
2192,40.0,0.580625,10.0,42.0,0.4758620689655172
2193,40.0,0.601875,10.0,43.0,0.4758620689655172
2194,40.0,0.60875,10.0,44.0,0.4758620689655172
2195,40.0,0.61125,10.0,45.0,0.4758620689655172
2196,40.0,0.6225,10.0,46.0,0.4758620689655172
2197,40.0,0.621875,10.0,47.0,0.4758620689655172
2198,40.0,0.619375,10.0,48.0,0.4758620689655172
2199,40.0,0.595,10.0,49.0,0.4758620689655172
2200,40.0,0.414375,10.0,0.0,0.5086206896551724
2201,40.0,0.456875,10.0,1.0,0.5086206896551724
2202,40.0,0.43375,10.0,2.0,0.5086206896551724
2203,40.0,0.42625,10.0,3.0,0.5086206896551724
2204,40.0,0.415,10.0,4.0,0.5086206896551724
2205,40.0,0.4175,10.0,5.0,0.5086206896551724
2206,40.0,0.40625,10.0,6.0,0.5086206896551724
2207,40.0,0.401875,10.0,7.0,0.5086206896551724
2208,40.0,0.3925,10.0,8.0,0.5086206896551724
2209,40.0,0.400625,10.0,9.0,0.5086206896551724
2210,40.0,0.425,10.0,10.0,0.5086206896551724
2211,40.0,0.420625,10.0,11.0,0.5086206896551724
2212,40.0,0.40875,10.0,12.0,0.5086206896551724
2213,40.0,0.37125,10.0,13.0,0.5086206896551724
2214,40.0,0.43625,10.0,14.0,0.5086206896551724
2215,40.0,0.456875,10.0,15.0,0.5086206896551724
2216,40.0,0.383125,10.0,16.0,0.5086206896551724
2217,40.0,0.443125,10.0,17.0,0.5086206896551724
2218,40.0,0.368125,10.0,18.0,0.5086206896551724
2219,40.0,0.423125,10.0,19.0,0.5086206896551724
2220,40.0,0.403125,10.0,20.0,0.5086206896551724
2221,40.0,0.405625,10.0,21.0,0.5086206896551724
2222,40.0,0.396875,10.0,22.0,0.5086206896551724
2223,40.0,0.40375,10.0,23.0,0.5086206896551724
2224,40.0,0.42125,10.0,24.0,0.5086206896551724
2225,40.0,0.380625,10.0,25.0,0.5086206896551724
2226,40.0,0.46,10.0,26.0,0.5086206896551724
2227,40.0,0.4225,10.0,27.0,0.5086206896551724
2228,40.0,0.3975,10.0,28.0,0.5086206896551724
2229,40.0,0.4025,10.0,29.0,0.5086206896551724
2230,40.0,0.410625,10.0,30.0,0.5086206896551724
2231,40.0,0.39125,10.0,31.0,0.5086206896551724
2232,40.0,0.4225,10.0,32.0,0.5086206896551724
2233,40.0,0.41,10.0,33.0,0.5086206896551724
2234,40.0,0.3875,10.0,34.0,0.5086206896551724
2235,40.0,0.41,10.0,35.0,0.5086206896551724
2236,40.0,0.390625,10.0,36.0,0.5086206896551724
2237,40.0,0.4,10.0,37.0,0.5086206896551724
2238,40.0,0.400625,10.0,38.0,0.5086206896551724
2239,40.0,0.435,10.0,39.0,0.5086206896551724
2240,40.0,0.36375,10.0,40.0,0.5086206896551724
2241,40.0,0.38875,10.0,41.0,0.5086206896551724
2242,40.0,0.44,10.0,42.0,0.5086206896551724
2243,40.0,0.469375,10.0,43.0,0.5086206896551724
2244,40.0,0.446875,10.0,44.0,0.5086206896551724
2245,40.0,0.414375,10.0,45.0,0.5086206896551724
2246,40.0,0.376875,10.0,46.0,0.5086206896551724
2247,40.0,0.421875,10.0,47.0,0.5086206896551724
2248,40.0,0.409375,10.0,48.0,0.5086206896551724
2249,40.0,0.38375,10.0,49.0,0.5086206896551724
2250,40.0,0.39125,10.0,0.0,0.5413793103448276
2251,40.0,0.440625,10.0,1.0,0.5413793103448276
2252,40.0,0.423125,10.0,2.0,0.5413793103448276
2253,40.0,0.38125,10.0,3.0,0.5413793103448276
2254,40.0,0.42625,10.0,4.0,0.5413793103448276
2255,40.0,0.388125,10.0,5.0,0.5413793103448276
2256,40.0,0.389375,10.0,6.0,0.5413793103448276
2257,40.0,0.388125,10.0,7.0,0.5413793103448276
2258,40.0,0.388125,10.0,8.0,0.5413793103448276
2259,40.0,0.401875,10.0,9.0,0.5413793103448276
2260,40.0,0.366875,10.0,10.0,0.5413793103448276
2261,40.0,0.38,10.0,11.0,0.5413793103448276
2262,40.0,0.38875,10.0,12.0,0.5413793103448276
2263,40.0,0.369375,10.0,13.0,0.5413793103448276
2264,40.0,0.404375,10.0,14.0,0.5413793103448276
2265,40.0,0.425,10.0,15.0,0.5413793103448276
2266,40.0,0.3675,10.0,16.0,0.5413793103448276
2267,40.0,0.408125,10.0,17.0,0.5413793103448276
2268,40.0,0.40875,10.0,18.0,0.5413793103448276
2269,40.0,0.41,10.0,19.0,0.5413793103448276
2270,40.0,0.426875,10.0,20.0,0.5413793103448276
2271,40.0,0.42375,10.0,21.0,0.5413793103448276
2272,40.0,0.415625,10.0,22.0,0.5413793103448276
