,N,c,n,replicate,th
3366,40.0,0.7925,20.0,16.0,0.27931034482758615
3367,40.0,0.846875,20.0,17.0,0.27931034482758615
3368,40.0,0.804375,20.0,18.0,0.27931034482758615
3369,40.0,0.803125,20.0,19.0,0.27931034482758615
3370,40.0,0.7975,20.0,20.0,0.27931034482758615
3371,40.0,0.7725,20.0,21.0,0.27931034482758615
3372,40.0,0.803125,20.0,22.0,0.27931034482758615
3373,40.0,0.838125,20.0,23.0,0.27931034482758615
3374,40.0,0.850625,20.0,24.0,0.27931034482758615
3375,40.0,0.798125,20.0,25.0,0.27931034482758615
3376,40.0,0.81375,20.0,26.0,0.27931034482758615
3377,40.0,0.79625,20.0,27.0,0.27931034482758615
3378,40.0,0.84,20.0,28.0,0.27931034482758615
3379,40.0,0.828125,20.0,29.0,0.27931034482758615
3380,40.0,0.8225,20.0,30.0,0.27931034482758615
3381,40.0,0.820625,20.0,31.0,0.27931034482758615
3382,40.0,0.813125,20.0,32.0,0.27931034482758615
3383,40.0,0.83125,20.0,33.0,0.27931034482758615
3384,40.0,0.82625,20.0,34.0,0.27931034482758615
3385,40.0,0.828125,20.0,35.0,0.27931034482758615
3386,40.0,0.845625,20.0,36.0,0.27931034482758615
3387,40.0,0.82375,20.0,37.0,0.27931034482758615
3388,40.0,0.810625,20.0,38.0,0.27931034482758615
3389,40.0,0.84625,20.0,39.0,0.27931034482758615
3390,40.0,0.78625,20.0,40.0,0.27931034482758615
3391,40.0,0.835625,20.0,41.0,0.27931034482758615
3392,40.0,0.809375,20.0,42.0,0.27931034482758615
3393,40.0,0.825625,20.0,43.0,0.27931034482758615
3394,40.0,0.820625,20.0,44.0,0.27931034482758615
3395,40.0,0.81875,20.0,45.0,0.27931034482758615
3396,40.0,0.8525,20.0,46.0,0.27931034482758615
3397,40.0,0.825,20.0,47.0,0.27931034482758615
3398,40.0,0.79625,20.0,48.0,0.27931034482758615
3399,40.0,0.805625,20.0,49.0,0.27931034482758615
3400,40.0,0.786875,20.0,0.0,0.31206896551724134
3401,40.0,0.803125,20.0,1.0,0.31206896551724134
3402,40.0,0.79125,20.0,2.0,0.31206896551724134
3403,40.0,0.770625,20.0,3.0,0.31206896551724134
3404,40.0,0.8425,20.0,4.0,0.31206896551724134
3405,40.0,0.811875,20.0,5.0,0.31206896551724134
3406,40.0,0.8325,20.0,6.0,0.31206896551724134
3407,40.0,0.803125,20.0,7.0,0.31206896551724134
3408,40.0,0.80125,20.0,8.0,0.31206896551724134
3409,40.0,0.78625,20.0,9.0,0.31206896551724134
3410,40.0,0.819375,20.0,10.0,0.31206896551724134
3411,40.0,0.85625,20.0,11.0,0.31206896551724134
3412,40.0,0.78375,20.0,12.0,0.31206896551724134
3413,40.0,0.815,20.0,13.0,0.31206896551724134
3414,40.0,0.805,20.0,14.0,0.31206896551724134
3415,40.0,0.739375,20.0,15.0,0.31206896551724134
3416,40.0,0.815625,20.0,16.0,0.31206896551724134
3417,40.0,0.83625,20.0,17.0,0.31206896551724134
3418,40.0,0.7925,20.0,18.0,0.31206896551724134
3419,40.0,0.8125,20.0,19.0,0.31206896551724134
3420,40.0,0.804375,20.0,20.0,0.31206896551724134
3421,40.0,0.804375,20.0,21.0,0.31206896551724134
3422,40.0,0.79625,20.0,22.0,0.31206896551724134
3423,40.0,0.836875,20.0,23.0,0.31206896551724134
3424,40.0,0.7725,20.0,24.0,0.31206896551724134
3425,40.0,0.775625,20.0,25.0,0.31206896551724134
3426,40.0,0.773125,20.0,26.0,0.31206896551724134
3427,40.0,0.804375,20.0,27.0,0.31206896551724134
3428,40.0,0.820625,20.0,28.0,0.31206896551724134
3429,40.0,0.785,20.0,29.0,0.31206896551724134
3430,40.0,0.789375,20.0,30.0,0.31206896551724134
3431,40.0,0.776875,20.0,31.0,0.31206896551724134
3432,40.0,0.815625,20.0,32.0,0.31206896551724134
3433,40.0,0.7925,20.0,33.0,0.31206896551724134
3434,40.0,0.78,20.0,34.0,0.31206896551724134
3435,40.0,0.80625,20.0,35.0,0.31206896551724134
3436,40.0,0.769375,20.0,36.0,0.31206896551724134
3437,40.0,0.7725,20.0,37.0,0.31206896551724134
3438,40.0,0.811875,20.0,38.0,0.31206896551724134
3439,40.0,0.82875,20.0,39.0,0.31206896551724134
3440,40.0,0.814375,20.0,40.0,0.31206896551724134
3441,40.0,0.785625,20.0,41.0,0.31206896551724134
3442,40.0,0.845625,20.0,42.0,0.31206896551724134
3443,40.0,0.79,20.0,43.0,0.31206896551724134
3444,40.0,0.804375,20.0,44.0,0.31206896551724134
3445,40.0,0.831875,20.0,45.0,0.31206896551724134
3446,40.0,0.79875,20.0,46.0,0.31206896551724134
3447,40.0,0.806875,20.0,47.0,0.31206896551724134
3448,40.0,0.77125,20.0,48.0,0.31206896551724134
3449,40.0,0.825,20.0,49.0,0.31206896551724134
3450,40.0,0.73875,20.0,0.0,0.3448275862068965
3451,40.0,0.675,20.0,1.0,0.3448275862068965
3452,40.0,0.693125,20.0,2.0,0.3448275862068965
3453,40.0,0.728125,20.0,3.0,0.3448275862068965
3454,40.0,0.715,20.0,4.0,0.3448275862068965
3455,40.0,0.750625,20.0,5.0,0.3448275862068965
3456,40.0,0.736875,20.0,6.0,0.3448275862068965
3457,40.0,0.73625,20.0,7.0,0.3448275862068965
3458,40.0,0.76625,20.0,8.0,0.3448275862068965
3459,40.0,0.739375,20.0,9.0,0.3448275862068965
3460,40.0,0.768125,20.0,10.0,0.3448275862068965
3461,40.0,0.6925,20.0,11.0,0.3448275862068965
3462,40.0,0.779375,20.0,12.0,0.3448275862068965
3463,40.0,0.7275,20.0,13.0,0.3448275862068965
3464,40.0,0.735625,20.0,14.0,0.3448275862068965
3465,40.0,0.7025,20.0,15.0,0.3448275862068965
3466,40.0,0.774375,20.0,16.0,0.3448275862068965
3467,40.0,0.70375,20.0,17.0,0.3448275862068965
3468,40.0,0.72875,20.0,18.0,0.3448275862068965
3469,40.0,0.701875,20.0,19.0,0.3448275862068965
3470,40.0,0.750625,20.0,20.0,0.3448275862068965
3471,40.0,0.70375,20.0,21.0,0.3448275862068965
3472,40.0,0.764375,20.0,22.0,0.3448275862068965
3473,40.0,0.7975,20.0,23.0,0.3448275862068965
3474,40.0,0.71125,20.0,24.0,0.3448275862068965
3475,40.0,0.740625,20.0,25.0,0.3448275862068965
3476,40.0,0.735625,20.0,26.0,0.3448275862068965
3477,40.0,0.745,20.0,27.0,0.3448275862068965
3478,40.0,0.773125,20.0,28.0,0.3448275862068965
3479,40.0,0.72,20.0,29.0,0.3448275862068965
3480,40.0,0.74625,20.0,30.0,0.3448275862068965
3481,40.0,0.756875,20.0,31.0,0.3448275862068965
3482,40.0,0.734375,20.0,32.0,0.3448275862068965
3483,40.0,0.72375,20.0,33.0,0.3448275862068965
3484,40.0,0.73875,20.0,34.0,0.3448275862068965
3485,40.0,0.721875,20.0,35.0,0.3448275862068965
3486,40.0,0.750625,20.0,36.0,0.3448275862068965
3487,40.0,0.75125,20.0,37.0,0.3448275862068965
3488,40.0,0.72625,20.0,38.0,0.3448275862068965
3489,40.0,0.730625,20.0,39.0,0.3448275862068965
3490,40.0,0.769375,20.0,40.0,0.3448275862068965
3491,40.0,0.71,20.0,41.0,0.3448275862068965
3492,40.0,0.746875,20.0,42.0,0.3448275862068965
3493,40.0,0.721875,20.0,43.0,0.3448275862068965
3494,40.0,0.723125,20.0,44.0,0.3448275862068965
3495,40.0,0.708125,20.0,45.0,0.3448275862068965
3496,40.0,0.738125,20.0,46.0,0.3448275862068965
3497,40.0,0.75125,20.0,47.0,0.3448275862068965
3498,40.0,0.725625,20.0,48.0,0.3448275862068965
3499,40.0,0.725,20.0,49.0,0.3448275862068965
3500,40.0,0.705,20.0,0.0,0.3775862068965517
3501,40.0,0.69,20.0,1.0,0.3775862068965517
3502,40.0,0.71,20.0,2.0,0.3775862068965517
3503,40.0,0.70375,20.0,3.0,0.3775862068965517
3504,40.0,0.68125,20.0,4.0,0.3775862068965517
3505,40.0,0.686875,20.0,5.0,0.3775862068965517
3506,40.0,0.70625,20.0,6.0,0.3775862068965517
3507,40.0,0.733125,20.0,7.0,0.3775862068965517
3508,40.0,0.7325,20.0,8.0,0.3775862068965517
3509,40.0,0.71375,20.0,9.0,0.3775862068965517
3510,40.0,0.680625,20.0,10.0,0.3775862068965517
3511,40.0,0.70875,20.0,11.0,0.3775862068965517
3512,40.0,0.713125,20.0,12.0,0.3775862068965517
3513,40.0,0.704375,20.0,13.0,0.3775862068965517
3514,40.0,0.71,20.0,14.0,0.3775862068965517
3515,40.0,0.736875,20.0,15.0,0.3775862068965517
3516,40.0,0.719375,20.0,16.0,0.3775862068965517
3517,40.0,0.728125,20.0,17.0,0.3775862068965517
3518,40.0,0.73125,20.0,18.0,0.3775862068965517
3519,40.0,0.725,20.0,19.0,0.3775862068965517
3520,40.0,0.711875,20.0,20.0,0.3775862068965517
3521,40.0,0.716875,20.0,21.0,0.3775862068965517
3522,40.0,0.69375,20.0,22.0,0.3775862068965517
3523,40.0,0.644375,20.0,23.0,0.3775862068965517
3524,40.0,0.718125,20.0,24.0,0.3775862068965517
3525,40.0,0.70875,20.0,25.0,0.3775862068965517
3526,40.0,0.725,20.0,26.0,0.3775862068965517
3527,40.0,0.6925,20.0,27.0,0.3775862068965517
3528,40.0,0.65375,20.0,28.0,0.3775862068965517
3529,40.0,0.688125,20.0,29.0,0.3775862068965517
3530,40.0,0.720625,20.0,30.0,0.3775862068965517
3531,40.0,0.72,20.0,31.0,0.3775862068965517
3532,40.0,0.6875,20.0,32.0,0.3775862068965517
3533,40.0,0.7225,20.0,33.0,0.3775862068965517
3534,40.0,0.6975,20.0,34.0,0.3775862068965517
3535,40.0,0.683125,20.0,35.0,0.3775862068965517
3536,40.0,0.708125,20.0,36.0,0.3775862068965517
3537,40.0,0.751875,20.0,37.0,0.3775862068965517
3538,40.0,0.719375,20.0,38.0,0.3775862068965517
3539,40.0,0.69875,20.0,39.0,0.3775862068965517
3540,40.0,0.71375,20.0,40.0,0.3775862068965517
3541,40.0,0.71625,20.0,41.0,0.3775862068965517
3542,40.0,0.7375,20.0,42.0,0.3775862068965517
3543,40.0,0.70875,20.0,43.0,0.3775862068965517
3544,40.0,0.698125,20.0,44.0,0.3775862068965517
3545,40.0,0.695625,20.0,45.0,0.3775862068965517
3546,40.0,0.744375,20.0,46.0,0.3775862068965517
3547,40.0,0.68,20.0,47.0,0.3775862068965517
3548,40.0,0.700625,20.0,48.0,0.3775862068965517
3549,40.0,0.704375,20.0,49.0,0.3775862068965517
3550,40.0,0.69875,20.0,0.0,0.41034482758620683
3551,40.0,0.654375,20.0,1.0,0.41034482758620683
3552,40.0,0.65125,20.0,2.0,0.41034482758620683
3553,40.0,0.683125,20.0,3.0,0.41034482758620683
3554,40.0,0.693125,20.0,4.0,0.41034482758620683
3555,40.0,0.63375,20.0,5.0,0.41034482758620683
3556,40.0,0.645,20.0,6.0,0.41034482758620683
3557,40.0,0.653125,20.0,7.0,0.41034482758620683
3558,40.0,0.671875,20.0,8.0,0.41034482758620683
3559,40.0,0.635,20.0,9.0,0.41034482758620683
3560,40.0,0.674375,20.0,10.0,0.41034482758620683
3561,40.0,0.67125,20.0,11.0,0.41034482758620683
3562,40.0,0.62375,20.0,12.0,0.41034482758620683
3563,40.0,0.64625,20.0,13.0,0.41034482758620683
3564,40.0,0.65125,20.0,14.0,0.41034482758620683
3565,40.0,0.674375,20.0,15.0,0.41034482758620683
3566,40.0,0.66875,20.0,16.0,0.41034482758620683
3567,40.0,0.678125,20.0,17.0,0.41034482758620683
3568,40.0,0.6675,20.0,18.0,0.41034482758620683
3569,40.0,0.655625,20.0,19.0,0.41034482758620683
3570,40.0,0.654375,20.0,20.0,0.41034482758620683
3571,40.0,0.655625,20.0,21.0,0.41034482758620683
3572,40.0,0.644375,20.0,22.0,0.41034482758620683
3573,40.0,0.66375,20.0,23.0,0.41034482758620683
3574,40.0,0.655,20.0,24.0,0.41034482758620683
3575,40.0,0.608125,20.0,25.0,0.41034482758620683
3576,40.0,0.656875,20.0,26.0,0.41034482758620683
3577,40.0,0.689375,20.0,27.0,0.41034482758620683
3578,40.0,0.6425,20.0,28.0,0.41034482758620683
3579,40.0,0.631875,20.0,29.0,0.41034482758620683
3580,40.0,0.61375,20.0,30.0,0.41034482758620683
3581,40.0,0.6825,20.0,31.0,0.41034482758620683
3582,40.0,0.679375,20.0,32.0,0.41034482758620683
3583,40.0,0.64125,20.0,33.0,0.41034482758620683
3584,40.0,0.7125,20.0,34.0,0.41034482758620683
3585,40.0,0.625625,20.0,35.0,0.41034482758620683
3586,40.0,0.65625,20.0,36.0,0.41034482758620683
3587,40.0,0.6575,20.0,37.0,0.41034482758620683
3588,40.0,0.673125,20.0,38.0,0.41034482758620683
3589,40.0,0.634375,20.0,39.0,0.41034482758620683
3590,40.0,0.625625,20.0,40.0,0.41034482758620683
3591,40.0,0.65375,20.0,41.0,0.41034482758620683
3592,40.0,0.65375,20.0,42.0,0.41034482758620683
3593,40.0,0.664375,20.0,43.0,0.41034482758620683
3594,40.0,0.6675,20.0,44.0,0.41034482758620683
3595,40.0,0.671875,20.0,45.0,0.41034482758620683
3596,40.0,0.663125,20.0,46.0,0.41034482758620683
3597,40.0,0.6775,20.0,47.0,0.41034482758620683
3598,40.0,0.675,20.0,48.0,0.41034482758620683
3599,40.0,0.670625,20.0,49.0,0.41034482758620683
3600,40.0,0.63,20.0,0.0,0.443103448275862
3601,40.0,0.645625,20.0,1.0,0.443103448275862
3602,40.0,0.625625,20.0,2.0,0.443103448275862
3603,40.0,0.6675,20.0,3.0,0.443103448275862
3604,40.0,0.620625,20.0,4.0,0.443103448275862
3605,40.0,0.589375,20.0,5.0,0.443103448275862
3606,40.0,0.634375,20.0,6.0,0.443103448275862
3607,40.0,0.6075,20.0,7.0,0.443103448275862
3608,40.0,0.65,20.0,8.0,0.443103448275862
3609,40.0,0.625,20.0,9.0,0.443103448275862
3610,40.0,0.645625,20.0,10.0,0.443103448275862
3611,40.0,0.618125,20.0,11.0,0.443103448275862
3612,40.0,0.619375,20.0,12.0,0.443103448275862
3613,40.0,0.581875,20.0,13.0,0.443103448275862
3614,40.0,0.601875,20.0,14.0,0.443103448275862
3615,40.0,0.629375,20.0,15.0,0.443103448275862
3616,40.0,0.61125,20.0,16.0,0.443103448275862
3617,40.0,0.65375,20.0,17.0,0.443103448275862
3618,40.0,0.64,20.0,18.0,0.443103448275862
3619,40.0,0.64875,20.0,19.0,0.443103448275862
3620,40.0,0.63375,20.0,20.0,0.443103448275862
3621,40.0,0.61875,20.0,21.0,0.443103448275862
3622,40.0,0.6075,20.0,22.0,0.443103448275862
3623,40.0,0.585625,20.0,23.0,0.443103448275862
3624,40.0,0.62875,20.0,24.0,0.443103448275862
3625,40.0,0.6125,20.0,25.0,0.443103448275862
3626,40.0,0.644375,20.0,26.0,0.443103448275862
3627,40.0,0.633125,20.0,27.0,0.443103448275862
3628,40.0,0.589375,20.0,28.0,0.443103448275862
3629,40.0,0.65625,20.0,29.0,0.443103448275862
3630,40.0,0.635625,20.0,30.0,0.443103448275862
3631,40.0,0.610625,20.0,31.0,0.443103448275862
3632,40.0,0.635625,20.0,32.0,0.443103448275862
3633,40.0,0.628125,20.0,33.0,0.443103448275862
3634,40.0,0.68125,20.0,34.0,0.443103448275862
3635,40.0,0.598125,20.0,35.0,0.443103448275862
3636,40.0,0.60875,20.0,36.0,0.443103448275862
3637,40.0,0.64125,20.0,37.0,0.443103448275862
3638,40.0,0.61,20.0,38.0,0.443103448275862
3639,40.0,0.641875,20.0,39.0,0.443103448275862
3640,40.0,0.606875,20.0,40.0,0.443103448275862
3641,40.0,0.6375,20.0,41.0,0.443103448275862
3642,40.0,0.62875,20.0,42.0,0.443103448275862
3643,40.0,0.621875,20.0,43.0,0.443103448275862
3644,40.0,0.63625,20.0,44.0,0.443103448275862
3645,40.0,0.618125,20.0,45.0,0.443103448275862
3646,40.0,0.631875,20.0,46.0,0.443103448275862
3647,40.0,0.61125,20.0,47.0,0.443103448275862
3648,40.0,0.618125,20.0,48.0,0.443103448275862
3649,40.0,0.63375,20.0,49.0,0.443103448275862
3650,40.0,0.598125,20.0,0.0,0.4758620689655172
3651,40.0,0.5675,20.0,1.0,0.4758620689655172
3652,40.0,0.595625,20.0,2.0,0.4758620689655172
3653,40.0,0.57625,20.0,3.0,0.4758620689655172
3654,40.0,0.6075,20.0,4.0,0.4758620689655172
3655,40.0,0.56125,20.0,5.0,0.4758620689655172
3656,40.0,0.5775,20.0,6.0,0.4758620689655172
3657,40.0,0.57125,20.0,7.0,0.4758620689655172
3658,40.0,0.54875,20.0,8.0,0.4758620689655172
3659,40.0,0.560625,20.0,9.0,0.4758620689655172
3660,40.0,0.594375,20.0,10.0,0.4758620689655172
3661,40.0,0.56625,20.0,11.0,0.4758620689655172
3662,40.0,0.58625,20.0,12.0,0.4758620689655172
3663,40.0,0.561875,20.0,13.0,0.4758620689655172
3664,40.0,0.58375,20.0,14.0,0.4758620689655172
3665,40.0,0.595,20.0,15.0,0.4758620689655172
3666,40.0,0.5275,20.0,16.0,0.4758620689655172
3667,40.0,0.583125,20.0,17.0,0.4758620689655172
3668,40.0,0.56875,20.0,18.0,0.4758620689655172
3669,40.0,0.5825,20.0,19.0,0.4758620689655172
3670,40.0,0.550625,20.0,20.0,0.4758620689655172
3671,40.0,0.58,20.0,21.0,0.4758620689655172
3672,40.0,0.55875,20.0,22.0,0.4758620689655172
3673,40.0,0.580625,20.0,23.0,0.4758620689655172
3674,40.0,0.58625,20.0,24.0,0.4758620689655172
3675,40.0,0.556875,20.0,25.0,0.4758620689655172
3676,40.0,0.565625,20.0,26.0,0.4758620689655172
3677,40.0,0.565,20.0,27.0,0.4758620689655172
3678,40.0,0.56375,20.0,28.0,0.4758620689655172
3679,40.0,0.5875,20.0,29.0,0.4758620689655172
3680,40.0,0.563125,20.0,30.0,0.4758620689655172
3681,40.0,0.581875,20.0,31.0,0.4758620689655172
3682,40.0,0.590625,20.0,32.0,0.4758620689655172
3683,40.0,0.608125,20.0,33.0,0.4758620689655172
3684,40.0,0.62875,20.0,34.0,0.4758620689655172
3685,40.0,0.564375,20.0,35.0,0.4758620689655172
3686,40.0,0.56375,20.0,36.0,0.4758620689655172
3687,40.0,0.599375,20.0,37.0,0.4758620689655172
3688,40.0,0.591875,20.0,38.0,0.4758620689655172
3689,40.0,0.621875,20.0,39.0,0.4758620689655172
3690,40.0,0.5925,20.0,40.0,0.4758620689655172
3691,40.0,0.58875,20.0,41.0,0.4758620689655172
3692,40.0,0.579375,20.0,42.0,0.4758620689655172
3693,40.0,0.5875,20.0,43.0,0.4758620689655172
3694,40.0,0.604375,20.0,44.0,0.4758620689655172
3695,40.0,0.57875,20.0,45.0,0.4758620689655172
3696,40.0,0.575,20.0,46.0,0.4758620689655172
3697,40.0,0.581875,20.0,47.0,0.4758620689655172
3698,40.0,0.61625,20.0,48.0,0.4758620689655172
3699,40.0,0.571875,20.0,49.0,0.4758620689655172
3700,40.0,0.4175,20.0,0.0,0.5086206896551724
3701,40.0,0.415625,20.0,1.0,0.5086206896551724
3702,40.0,0.493125,20.0,2.0,0.5086206896551724
3703,40.0,0.426875,20.0,3.0,0.5086206896551724
3704,40.0,0.423125,20.0,4.0,0.5086206896551724
3705,40.0,0.41375,20.0,5.0,0.5086206896551724
3706,40.0,0.393125,20.0,6.0,0.5086206896551724
3707,40.0,0.43125,20.0,7.0,0.5086206896551724
3708,40.0,0.42625,20.0,8.0,0.5086206896551724
3709,40.0,0.41375,20.0,9.0,0.5086206896551724
3710,40.0,0.416875,20.0,10.0,0.5086206896551724
3711,40.0,0.431875,20.0,11.0,0.5086206896551724
3712,40.0,0.419375,20.0,12.0,0.5086206896551724
3713,40.0,0.4425,20.0,13.0,0.5086206896551724
3714,40.0,0.43125,20.0,14.0,0.5086206896551724
3715,40.0,0.43375,20.0,15.0,0.5086206896551724
3716,40.0,0.445,20.0,16.0,0.5086206896551724
3717,40.0,0.403125,20.0,17.0,0.5086206896551724
3718,40.0,0.43375,20.0,18.0,0.5086206896551724
3719,40.0,0.385625,20.0,19.0,0.5086206896551724
3720,40.0,0.434375,20.0,20.0,0.5086206896551724
3721,40.0,0.43375,20.0,21.0,0.5086206896551724
3722,40.0,0.42,20.0,22.0,0.5086206896551724
3723,40.0,0.42625,20.0,23.0,0.5086206896551724
3724,40.0,0.41125,20.0,24.0,0.5086206896551724
3725,40.0,0.433125,20.0,25.0,0.5086206896551724
3726,40.0,0.405,20.0,26.0,0.5086206896551724
3727,40.0,0.40875,20.0,27.0,0.5086206896551724
3728,40.0,0.426875,20.0,28.0,0.5086206896551724
3729,40.0,0.431875,20.0,29.0,0.5086206896551724
3730,40.0,0.423125,20.0,30.0,0.5086206896551724
3731,40.0,0.3975,20.0,31.0,0.5086206896551724
3732,40.0,0.415,20.0,32.0,0.5086206896551724
3733,40.0,0.4075,20.0,33.0,0.5086206896551724
3734,40.0,0.448125,20.0,34.0,0.5086206896551724
3735,40.0,0.45,20.0,35.0,0.5086206896551724
3736,40.0,0.420625,20.0,36.0,0.5086206896551724
3737,40.0,0.425625,20.0,37.0,0.5086206896551724
3738,40.0,0.404375,20.0,38.0,0.5086206896551724
3739,40.0,0.441875,20.0,39.0,0.5086206896551724
3740,40.0,0.415,20.0,40.0,0.5086206896551724
3741,40.0,0.4175,20.0,41.0,0.5086206896551724
3742,40.0,0.435,20.0,42.0,0.5086206896551724
3743,40.0,0.415,20.0,43.0,0.5086206896551724
3744,40.0,0.411875,20.0,44.0,0.5086206896551724
3745,40.0,0.415625,20.0,45.0,0.5086206896551724
3746,40.0,0.39,20.0,46.0,0.5086206896551724
3747,40.0,0.4325,20.0,47.0,0.5086206896551724
3748,40.0,0.451875,20.0,48.0,0.5086206896551724
3749,40.0,0.430625,20.0,49.0,0.5086206896551724
3750,40.0,0.3875,20.0,0.0,0.5413793103448276
3751,40.0,0.37625,20.0,1.0,0.5413793103448276
3752,40.0,0.40625,20.0,2.0,0.5413793103448276
3753,40.0,0.35625,20.0,3.0,0.5413793103448276
3754,40.0,0.39625,20.0,4.0,0.5413793103448276
3755,40.0,0.39375,20.0,5.0,0.5413793103448276
3756,40.0,0.4175,20.0,6.0,0.5413793103448276
3757,40.0,0.41,20.0,7.0,0.5413793103448276
3758,40.0,0.39875,20.0,8.0,0.5413793103448276
3759,40.0,0.425,20.0,9.0,0.5413793103448276
3760,40.0,0.393125,20.0,10.0,0.5413793103448276
3761,40.0,0.435625,20.0,11.0,0.5413793103448276
3762,40.0,0.41625,20.0,12.0,0.5413793103448276
3763,40.0,0.376875,20.0,13.0,0.5413793103448276
3764,40.0,0.45,20.0,14.0,0.5413793103448276
3765,40.0,0.37125,20.0,15.0,0.5413793103448276
3766,40.0,0.434375,20.0,16.0,0.5413793103448276
3767,40.0,0.34,20.0,17.0,0.5413793103448276
3768,40.0,0.380625,20.0,18.0,0.5413793103448276
3769,40.0,0.388125,20.0,19.0,0.5413793103448276
3770,40.0,0.386875,20.0,20.0,0.5413793103448276
3771,40.0,0.39125,20.0,21.0,0.5413793103448276
3772,40.0,0.403125,20.0,22.0,0.5413793103448276
3773,40.0,0.42375,20.0,23.0,0.5413793103448276
3774,40.0,0.411875,20.0,24.0,0.5413793103448276
3775,40.0,0.426875,20.0,25.0,0.5413793103448276
3776,40.0,0.394375,20.0,26.0,0.5413793103448276
3777,40.0,0.429375,20.0,27.0,0.5413793103448276
3778,40.0,0.381875,20.0,28.0,0.5413793103448276
3779,40.0,0.395625,20.0,29.0,0.5413793103448276
3780,40.0,0.453125,20.0,30.0,0.5413793103448276
3781,40.0,0.416875,20.0,31.0,0.5413793103448276
3782,40.0,0.406875,20.0,32.0,0.5413793103448276
3783,40.0,0.408125,20.0,33.0,0.5413793103448276
3784,40.0,0.390625,20.0,34.0,0.5413793103448276
3785,40.0,0.416875,20.0,35.0,0.5413793103448276
3786,40.0,0.385625,20.0,36.0,0.5413793103448276
3787,40.0,0.40625,20.0,37.0,0.5413793103448276
3788,40.0,0.365625,20.0,38.0,0.5413793103448276
3789,40.0,0.404375,20.0,39.0,0.5413793103448276
3790,40.0,0.39875,20.0,40.0,0.5413793103448276
3791,40.0,0.405,20.0,41.0,0.5413793103448276
3792,40.0,0.37375,20.0,42.0,0.5413793103448276
3793,40.0,0.406875,20.0,43.0,0.5413793103448276
3794,40.0,0.376875,20.0,44.0,0.5413793103448276
3795,40.0,0.395625,20.0,45.0,0.5413793103448276
3796,40.0,0.4025,20.0,46.0,0.5413793103448276
3797,40.0,0.403125,20.0,47.0,0.5413793103448276
3798,40.0,0.401875,20.0,48.0,0.5413793103448276
3799,40.0,0.410625,20.0,49.0,0.5413793103448276
3800,40.0,0.375,20.0,0.0,0.5741379310344827
3801,40.0,0.353125,20.0,1.0,0.5741379310344827
3802,40.0,0.331875,20.0,2.0,0.5741379310344827
3803,40.0,0.36625,20.0,3.0,0.5741379310344827
3804,40.0,0.3225,20.0,4.0,0.5741379310344827
3805,40.0,0.345625,20.0,5.0,0.5741379310344827
3806,40.0,0.325625,20.0,6.0,0.5741379310344827
3807,40.0,0.345,20.0,7.0,0.5741379310344827
3808,40.0,0.34125,20.0,8.0,0.5741379310344827
3809,40.0,0.3775,20.0,9.0,0.5741379310344827
3810,40.0,0.323125,20.0,10.0,0.5741379310344827
3811,40.0,0.35125,20.0,11.0,0.5741379310344827
3812,40.0,0.344375,20.0,12.0,0.5741379310344827
3813,40.0,0.34875,20.0,13.0,0.5741379310344827
3814,40.0,0.344375,20.0,14.0,0.5741379310344827
3815,40.0,0.3175,20.0,15.0,0.5741379310344827
3816,40.0,0.3325,20.0,16.0,0.5741379310344827
3817,40.0,0.359375,20.0,17.0,0.5741379310344827
3818,40.0,0.361875,20.0,18.0,0.5741379310344827
3819,40.0,0.33625,20.0,19.0,0.5741379310344827
3820,40.0,0.31875,20.0,20.0,0.5741379310344827
3821,40.0,0.345,20.0,21.0,0.5741379310344827
3822,40.0,0.358125,20.0,22.0,0.5741379310344827
3823,40.0,0.314375,20.0,23.0,0.5741379310344827
3824,40.0,0.344375,20.0,24.0,0.5741379310344827
3825,40.0,0.355,20.0,25.0,0.5741379310344827
3826,40.0,0.313125,20.0,26.0,0.5741379310344827
3827,40.0,0.33875,20.0,27.0,0.5741379310344827
3828,40.0,0.38625,20.0,28.0,0.5741379310344827
3829,40.0,0.328125,20.0,29.0,0.5741379310344827
3830,40.0,0.336875,20.0,30.0,0.5741379310344827
3831,40.0,0.354375,20.0,31.0,0.5741379310344827
3832,40.0,0.350625,20.0,32.0,0.5741379310344827
3833,40.0,0.349375,20.0,33.0,0.5741379310344827
3834,40.0,0.335625,20.0,34.0,0.5741379310344827
3835,40.0,0.365625,20.0,35.0,0.5741379310344827
3836,40.0,0.3375,20.0,36.0,0.5741379310344827
3837,40.0,0.35625,20.0,37.0,0.5741379310344827
3838,40.0,0.36125,20.0,38.0,0.5741379310344827
3839,40.0,0.35625,20.0,39.0,0.5741379310344827
3840,40.0,0.32375,20.0,40.0,0.5741379310344827
3841,40.0,0.335,20.0,41.0,0.5741379310344827
3842,40.0,0.32625,20.0,42.0,0.5741379310344827
3843,40.0,0.36125,20.0,43.0,0.5741379310344827
3844,40.0,0.35,20.0,44.0,0.5741379310344827
3845,40.0,0.355,20.0,45.0,0.5741379310344827
3846,40.0,0.3275,20.0,46.0,0.5741379310344827
3847,40.0,0.373125,20.0,47.0,0.5741379310344827
3848,40.0,0.370625,20.0,48.0,0.5741379310344827
3849,40.0,0.349375,20.0,49.0,0.5741379310344827
3850,40.0,0.32375,20.0,0.0,0.6068965517241379
