,SIM_ID,ID,NN,n,th,FSM_COMPLEXITY_MAX_NO_IMPROVE,NUM_RANDOMIZATIONS,MAX_MODULARITY_MAX_NO_IMPROVEMENT,REPLICATE,STATUS,DURATION,RANDOM_SEED,DISPATCHER_ID,MSG,c,mean_rel_complexity,rel_complexity_trace,Q,Q_rand,Q_norm,Q_max,num_modules,Q_p_value,Q_z_score,Q_max_trace,I,duration_Q,duration_complexity,FK_SIMULATION,ID,complexity_normalized
610,611,611,80,15,0.5,2000000,0,0,10,DONE,5330,71047719,6e426901d20011ff369179965f1c90ce,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.612658227848101,10.1,,0.0754126895362339,,,,2.0,,,,0.0210469982771673,0,5330,611,613,0.6733333333333333
611,612,612,80,15,0.5,2000000,0,0,11,DONE,4228,70006879,3459e449f275f84f6905f0b31860b6fd,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.603164556962025,10.45,,0.0809466763707473,,,,2.0,,,,0.0178999930378375,0,4228,612,606,0.6966666666666667
612,613,613,80,15,0.5,2000000,0,0,12,DONE,2723,77417736,b6132fdd846658d37f01d6c82143cdf0,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.543037974683544,10.7375,,0.103270466906831,,,,2.0,,,,0.0195838684831387,0,2723,613,591,0.7158333333333334
613,614,614,80,15,0.5,2000000,0,0,13,DONE,3346,24293470,1fe4ee6b0560e038dfd1faad229f100d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.575,10.3875,,0.0819387858024061,,,,2.0,,,,0.0182008179918379,0,3346,614,601,0.6925
614,615,615,80,15,0.5,2000000,0,0,14,DONE,4280,25279639,53d708a515a3df8933b5c592b6524630,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.59746835443038,10.325,,0.0804316063990234,,,,2.0,,,,0.0191040870134673,0,4280,615,608,0.6883333333333332
615,616,616,80,15,0.5,2000000,0,0,15,DONE,3242,90469709,08ff5e1cd9e3552c2939f9c56ece4ffe,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.583227848101266,10.3375,,0.0920407142451281,,,,2.0,,,,0.0196883898255295,0,3242,616,599,0.6891666666666667
616,617,617,80,15,0.5,2000000,0,0,16,DONE,4782,59814232,d4c943f2e70ec9e0341178b57f0ba04c,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.593987341772152,10.525,,0.0881215249285506,,,,2.0,,,,0.0222391838098662,0,4782,617,612,0.7016666666666667
617,618,618,80,15,0.5,2000000,0,0,17,DONE,3843,37100147,210ddfa400d2e89ae130329744d32e22,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.590189873417722,10.3125,,0.0747017516118135,,,,2.0,,,,0.0152762063960726,0,3843,618,604,0.6875
618,619,619,80,15,0.5,2000000,0,0,18,DONE,3820,75467869,e7a79afaf5864e85eb22e44739416e78,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.554113924050633,10.825,,0.0705270480994624,,,,2.0,,,,0.0142008941620877,0,3820,619,605,0.7216666666666666
619,620,620,80,15,0.5,2000000,0,0,19,DONE,5861,27322965,9abc16cf60717b54fc09406886699c81,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.580696202531646,10.3875,,0.0853906406610784,,,,2.0,,,,0.0188109617500361,0,5861,620,618,0.6925
620,621,621,80,15,0.75,2000000,0,0,0,DONE,12881,3303772,cfb9210111ddac4d45cdf8b56150f9cd,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.205379746835443,7.175,,0.212474566774533,,,,3.0,,,,0.0319377773118329,0,12881,621,663,0.47833333333333333
621,622,622,80,15,0.75,2000000,0,0,1,DONE,10454,13568825,ab385fdc72dc883d29f4a621a7a78088,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.2,7.4875,,0.211996524995994,,,,3.0,,,,0.0249056395860181,0,10454,622,648,0.49916666666666665
622,623,623,80,15,0.75,2000000,0,0,2,DONE,6525,10627580,4e9c5a8eb484f3fd72b99600aca140e7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.190506329113924,7.3125,,0.251472113994327,,,,5.0,,,,0.0327441884529758,0,6524,623,623,0.4875
623,624,624,80,15,0.75,2000000,0,0,3,DONE,8648,42228490,4102ea83ddc65dd159820253718dd165,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.218354430379747,8.325,,0.186015542953161,,,,4.0,,,,0.0197280418409366,0,8648,624,641,0.5549999999999999
624,625,625,80,15,0.75,2000000,0,0,4,DONE,4867,32122191,c5efd42fe8aec02a05015f1912bcd2cf,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.199050632911392,7.65,,0.21674826420922,,,,3.0,,,,0.0275955528466815,0,4867,625,615,0.51
625,626,626,80,15,0.75,2000000,0,0,5,DONE,6003,94748139,321157bcec671fb5347b568f9cfa8c00,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.193670886075949,7.7625,,0.23237723738733,,,,2.0,,,,0.024481032105587,0,6003,626,621,0.5175
626,627,627,80,15,0.75,2000000,0,0,6,DONE,10243,67678104,d83aef2b0061035d5d7827ea9b537fbd,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.225632911392405,7.8375,,0.25357466722007,,,,3.0,,,,0.0293192063510832,0,10243,627,650,0.5225000000000001
627,628,628,80,15,0.75,2000000,0,0,7,DONE,12621,22700671,1907c7d9738a91ef361eb1ef7b65acd7,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.216772151898734,8.2375,,0.239225318344078,,,,3.0,,,,0.0293482064176535,0,12621,628,664,0.5491666666666667
628,629,629,80,15,0.75,2000000,0,0,8,DONE,8411,54436230,33b1be5efd8ad025393aeeccc764787d,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.206329113924051,7.3875,,0.208343134856412,,,,2.0,,,,0.0337459304098073,0,8411,629,643,0.4925
629,630,630,80,15,0.75,2000000,0,0,9,DONE,5094,85635931,27e47f15911945f9fa32f6f16f743e6e,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.204430379746835,7.675,,0.245957499832261,,,,2.0,,,,0.0270960055811182,0,5094,630,619,0.5116666666666666
630,631,631,80,15,0.75,2000000,0,0,10,DONE,10245,86118702,fbd1b0bc2cf7731e34317dc4969d02ea,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                ,0.200316455696203,7.2875,,0.249644986510735,,,,3.0,,,,0.0242628107457221,0,10245,631,654,0.4858333333333333
